ID,item_cnt_month
179,5.3562713
180,1.6333361
181,1.0212126
182,1.7148676
183,1.1886818
184,0.0910566
185,2.3323429
186,0.54035175
187,0.78963786
188,7.600859
189,1.2469134
190,0.63228935
191,1.9841734
192,1.4510338
193,3.3189194
194,1.4346434
195,0.8008751
196,0.5680752
197,1.0040741
198,6.6956096
199,0.84867316
200,1.1567225
201,1.9527707
202,3.0456817
203,2.30918
204,-0.13089818
205,1.636431
206,0.08165976
207,-1.3919761
208,-0.4264456
209,-0.8066451
210,0.9981296
211,1.0102843
212,1.7900556
213,1.1354011
214,1.1615554
215,2.0773535
216,-0.6295731
217,0.27444273
218,2.5063908
219,2.6472728
220,0.6686293
221,3.0984788
222,0.21538326
223,-0.06916696
224,0.2192367
225,0.51964974
226,0.22786948
227,0.3572172
228,-0.07457638
229,-0.041181885
230,3.7717507
231,1.4604133
232,0.8457901
233,2.6912334
234,2.5274007
235,2.7932074
236,1.846471
237,1.1735495
238,1.1531729
239,1.9823827
240,6.5624676
241,1.4762404
242,0.7855507
243,1.159637
244,1.8577375
245,2.1299753
246,-0.3002607
247,1.6736873
248,0.77884215
249,-0.76992583
250,0.6267664
251,-0.18459462
252,1.4037583
253,0.80872846
254,4.918819
255,0.8252267
256,2.2805343
257,3.1438797
258,0.2806701
259,3.2964926
260,5.4133496
261,9.4264345
262,5.003925
263,7.381576
264,3.0393047
265,2.4271815
266,3.1208363
267,2.5946515
268,1.497026
269,3.738311
270,1.9463211
271,2.1956074
272,11.143217
273,1.7483648
274,1.13374
275,2.7888699
276,2.2557302
277,4.13284
278,1.9360949
279,0.8690668
280,0.63626575
281,2.0775685
282,7.1970625
283,1.3501246
284,2.3776598
285,3.1737072
286,4.098295
287,3.5301163
288,0.9217174
289,2.4503539
290,1.3025975
291,-0.5780545
292,0.7944918
293,0.007276998
294,1.2174551
295,0.67190534
296,1.8888404
297,0.5397107
298,0.45954365
299,1.3851
300,0.8841531
301,1.4621744
302,1.7191632
303,2.7057536
304,0.83444595
305,3.1152492
306,1.036874
307,1.3113544
308,2.3487766
309,1.5993527
310,1.0241666
311,0.9519144
312,1.2261014
313,1.1394492
314,2.7517102
315,1.1932496
316,0.7846944
317,1.6673563
318,1.2808988
319,1.7525061
320,1.0492554
321,1.7114185
322,1.3084804
323,0.9181262
324,5.7298956
325,1.5473286
326,0.8526619
327,0.99334145
328,1.5245156
329,1.1331103
330,0.6807133
331,1.7476673
332,1.1283091
333,0.81135637
334,0.87307703
335,0.8678824
336,3.1722147
337,2.626665
338,1.8762295
339,2.209942
340,2.0142949
341,1.3724906
342,0.8715424
343,1.449564
344,2.4120944
345,3.3986843
346,1.2815719
347,3.5623746
348,1.4839997
349,1.7584808
350,2.795902
351,1.5867428
352,1.1575011
353,1.5518919
354,1.2134918
355,1.739427
356,3.136742
357,1.8417987
358,1.4332422
359,2.3159056
360,1.9294468
361,2.1375399
362,2.2272267
363,2.3599684
364,1.9570287
365,1.5857806
366,6.3784432
367,2.1958768
368,1.5455929
369,1.6862721
370,2.217447
371,1.8260411
372,1.3736438
373,2.132701
374,1.5133423
375,1.1963884
376,1.5660082
377,1.2529143
378,0.5774354
379,-0.017594274
380,4.0924964
381,-0.001095809
382,1.454211
383,2.3175576
384,-0.54565275
385,2.47017
386,4.352906
387,7.5191116
388,3.6668484
389,6.5552554
390,2.058342
391,1.4462178
392,2.2945137
393,1.7683278
394,0.6707028
395,2.9119885
396,1.1199973
397,1.3692836
398,10.540212
399,1.1453595
400,0.5307359
401,1.707462
402,1.1743225
403,3.529837
404,1.3330895
405,0.95710856
406,0.17122327
407,-0.07479511
408,5.901777
409,0.6034537
410,1.7746546
411,2.5707033
412,3.4952915
413,2.9271114
414,0.31871238
415,1.847348
416,0.6995923
417,-1.1810592
418,0.19148716
419,-0.5957282
420,3.3764265
421,3.403743
422,5.7070312
423,2.6544356
424,3.3739016
425,4.5222297
426,1.6978099
427,2.5331335
428,5.7990804
429,7.772492
430,3.6118977
431,8.831976
432,4.0084014
433,4.286615
434,3.4186888
435,5.3611455
436,2.8840766
437,4.0773163
438,3.7475767
439,4.184626
440,8.439623
441,3.7255273
442,2.38086
443,4.773606
444,3.6300712
445,4.8342414
446,4.074607
447,4.9661927
448,4.975035
449,4.7225924
450,11.514826
451,2.5465345
452,3.1532423
453,3.5273283
454,4.2533183
455,4.035047
456,1.2428006
457,4.419727
458,3.8425188
459,2.4198806
460,2.8395877
461,3.2204247
462,3.9399164
463,3.440038
464,9.408171
465,3.1104898
466,4.257448
467,5.1745734
468,9.676018
469,13.972842
470,7.7078557
471,11.661066
472,6.7532973
473,25.541647
474,5.2755675
475,4.663444
476,5.930986
477,4.8896728
478,3.7920482
479,5.4587145
480,5.5243936
481,4.490628
482,15.586754
483,5.425635
484,4.5364203
485,4.890427
486,4.884204
487,8.030542
488,5.613363
489,6.876409
490,5.4658847
491,3.3064156
492,12.764066
493,4.369041
494,4.155129
495,4.951177
496,6.407715
497,4.9701147
498,3.231138
499,5.970581
500,3.6120155
501,3.5904987
502,2.2344935
503,4.175828
504,1.3549737
505,0.8094238
506,2.0263581
507,0.6921272
508,0.6119602
509,1.5226184
510,0.7195612
511,1.2975829
512,1.5342262
513,2.2186043
514,0.8184767
515,2.9727314
516,0.79146576
517,0.81148696
518,2.1033683
519,1.4347607
520,0.90149474
521,0.82924247
522,1.0615098
523,1.0167773
524,2.3679996
525,0.7302929
526,0.32173714
527,0.97139215
528,0.5849345
529,1.2895492
530,0.58629847
531,0.9773054
532,0.98514867
533,0.75551546
534,5.033932
535,0.7779754
536,0.46895152
537,0.609631
538,1.1408051
539,0.7494001
540,0.2970028
541,1.0097268
542,0.7445988
543,0.15266183
544,0.4893668
545,0.20918778
546,0.7912729
547,0.8985787
548,1.5831985
549,0.71484655
550,0.8984485
551,1.870497
552,-0.2901608
553,1.2562557
554,4.256185
555,4.083058
556,0.49507678
557,4.8506775
558,0.42489213
559,0.14034212
560,1.199729
561,1.0808948
562,0.61951625
563,0.9184624
564,0.4866689
565,0.5200633
566,3.7153409
567,1.6546971
568,0.7654828
569,1.1677468
570,0.1402969
571,3.363776
572,2.0407548
573,3.1054761
574,2.5350695
575,0.93820846
576,8.615824
577,2.238454
578,0.72914284
579,1.1032288
580,1.8013293
581,1.7086672
582,-0.3566704
583,1.7308884
584,0.7224335
585,-0.7127256
586,0.20545727
587,-0.12739402
588,2.4480793
589,2.5553846
590,3.240005
591,2.3716524
592,2.5552545
593,3.527303
594,1.3666457
595,2.492495
596,6.7930603
597,5.5442843
598,1.9934187
599,6.704342
600,2.2011175
601,1.9165678
602,2.8565354
603,2.7377021
604,2.2763228
605,2.5752695
606,2.1434755
607,2.1768706
608,5.1765666
609,3.520608
610,2.6313937
611,3.3539686
612,2.0368638
613,5.260344
614,3.9066653
615,8.561018
616,12.072957
617,5.7860317
618,10.7726555
619,4.4744277
620,2.190368
621,2.5644543
622,3.262554
623,3.1698916
624,1.1045578
625,3.576842
626,2.1836596
627,0.69788796
628,1.6666832
629,1.2832186
630,1.1164744
631,0.72612864
632,2.0788436
633,0.56779546
634,2.87366
635,0.929675
636,-1.2219971
637,0.24694873
638,5.985155
639,5.515118
640,1.2662516
641,4.2953053
642,1.9755294
643,1.4961817
644,2.8352103
645,1.8293613
646,1.3555754
647,2.4794214
648,1.2025219
649,1.7776693
650,3.906132
651,1.9918482
652,1.1026335
653,2.1205938
654,1.9539471
655,4.1625886
656,2.1795778
657,2.3871984
658,1.4459361
659,0.81095684
660,9.625133
661,2.7271469
662,-0.098314196
663,0.2757719
664,1.5877247
665,2.1526577
666,-0.8044094
667,2.2777767
668,0.6479432
669,-0.46792066
670,0.48493424
671,0.11741065
672,2.892333
673,3.171209
674,3.9307923
675,1.504082
676,2.345272
677,3.4790542
678,2.4821877
679,3.4636326
680,2.3229709
681,4.318291
682,1.8624852
683,4.0603423
684,3.8978002
685,4.3496375
686,2.730705
687,3.3459313
688,2.821588
689,1.83867
690,2.1257753
691,1.9309733
692,4.9120326
693,2.4911373
694,2.2744634
695,2.6074374
696,2.3911617
697,3.7159188
698,2.406317
699,3.2958188
700,3.1176257
701,1.6952968
702,2.6322768
703,2.5448842
704,1.6162626
705,2.3179805
706,3.0268166
707,2.5732627
708,1.5739375
709,2.7354157
710,2.635208
711,2.5431156
712,2.6362643
713,2.5431156
714,1.491629
715,0.946079
716,2.1630137
717,0.8287825
718,0.74861556
719,1.6592737
720,0.85621667
721,1.4342382
722,1.6708816
723,2.3552597
724,0.82858384
725,3.1093867
726,0.92812127
727,0.94814247
728,2.2400236
729,1.571416
730,1.0381502
731,0.96589804
732,1.1981652
733,1.1534327
734,2.504655
735,0.8669483
736,0.45839253
737,1.1080476
738,0.7215899
739,1.4262046
740,0.7229538
741,1.1139607
742,1.1218041
743,0.89217085
744,5.1705875
745,0.9146309
746,0.6056069
747,0.7462864
748,1.2774605
749,0.88605547
750,0.43365812
751,1.1463822
752,0.88125414
753,0.2893172
754,0.6260221
755,0.34584314
756,3.1365993
757,3.1639168
758,5.4672036
759,1.892269
760,2.6117363
761,4.282403
762,1.4579818
763,2.2933054
764,5.338507
765,10.487889
766,3.3720708
767,8.59215
768,3.672693
769,4.5627017
770,3.0829775
771,5.121318
772,2.64425
773,3.83749
774,3.5077498
775,3.9448004
776,7.8175817
777,2.7279468
778,1.3832775
779,3.7760255
780,2.6324902
781,3.8366616
782,3.077026
783,3.223356
784,3.232198
785,2.484813
786,8.627516
787,1.6475248
788,2.5312026
789,2.905289
790,3.6312795
791,3.4130077
792,0.6207604
793,3.4221473
794,3.2204802
795,2.1358206
796,2.2175472
797,2.936365
798,0.31228632
799,-0.28274333
800,3.3218849
801,-0.26624468
802,0.6835989
803,1.546945
804,-1.3162652
805,1.6995577
806,3.8039289
807,7.8170133
808,2.8962362
809,10.016105
810,1.2877293
811,0.67560613
812,1.523901
813,0.9977154
814,-0.09990945
815,2.1413763
816,0.34938526
817,0.5986714
818,9.769602
819,0.7127271
820,0.098103754
821,0.17752111
822,0.17129761
823,3.0972042
824,0.9004571
825,0.5244764
826,-0.26140866
827,-0.50742716
828,5.469145
829,0.17082147
830,1.0040427
831,1.8000908
832,2.7246792
833,1.2870808
834,-0.45189998
835,1.4147159
836,-0.071019866
837,-1.6136912
838,-1.4485438
839,-1.0283605
840,2.4777637
841,1.9322131
842,3.149148
843,1.8149166
844,1.7347496
845,2.6454086
846,1.8423505
847,2.420372
848,3.7873204
849,3.6504538
850,1.9914172
851,4.2722197
852,2.0909548
853,2.1109772
854,3.4028568
855,2.557551
856,1.9823656
857,1.9101132
858,2.1842997
859,2.0976484
860,4.7938585
861,3.1561537
862,2.747597
863,3.6302602
864,3.2438014
865,3.71541
866,3.0121584
867,3.6361735
868,3.6440165
869,3.4143817
870,7.692798
871,3.4368434
872,2.1606364
873,2.3013155
874,2.8324902
875,2.441085
876,1.9886866
877,3.4355867
878,2.436284
879,2.5785213
880,2.1810517
881,2.6350472
882,0.29389736
883,-0.19159912
884,1.0134138
885,-0.0038862028
886,0.24442838
887,-0.1357542
888,-2.560234
889,-1.5865841
890,1.7288965
891,1.8016406
892,-0.22807102
893,2.567318
894,0.1419962
895,-0.3373509
896,0.58243084
897,0.15040047
898,-0.32338583
899,0.6458882
900,-0.476439
901,-0.055863187
902,2.989166
903,0.419504
904,-0.19511937
905,0.54825
906,0.3816033
907,2.3698132
908,0.60723335
909,0.21985178
910,-0.09676908
911,0.3834088
912,5.2105136
913,0.21544476
914,-0.48333293
915,-0.10924666
916,0.6707566
917,1.2356893
918,-1.1863742
919,0.8624708
920,-0.26902527
921,-1.4478841
922,-0.43203393
923,-0.86255306
924,3.4965434
925,3.4917212
926,7.7160463
927,3.3637083
928,2.578853
929,4.9660177
930,2.3255007
931,3.4872546
932,8.806462
933,15.196582
934,7.996754
935,14.429936
936,5.0239644
937,7.2698336
938,3.8612235
939,5.0759344
940,3.703391
941,5.1480284
942,4.1441755
943,5.255338
944,15.217851
945,2.1750495
946,1.1411283
947,3.06781
948,2.0936346
949,5.589629
950,2.3468008
951,5.078079
952,3.7232366
953,1.2902586
954,12.236959
955,4.2253957
956,2.8117473
957,2.8117473
958,4.696934
959,3.6322782
960,1.627602
961,7.95692
962,3.533486
963,1.0133477
964,2.5305529
965,1.5832862
966,0.74115
967,0.25565365
968,1.5992258
969,0.44336668
970,0.91902375
971,0.45005816
972,-1.9744221
973,-1.0007719
974,2.5438526
975,2.4786222
976,0.44834006
977,3.1569233
978,0.8824485
979,0.4068944
980,1.1682436
981,0.73621285
982,0.26242632
983,1.2317009
984,0.10937326
985,0.5299491
986,3.1981878
987,0.79611576
988,0.18149297
989,0.9248619
990,0.7582151
991,2.7464259
992,0.98384553
993,0.5497049
994,0.23308447
995,0.70606774
996,5.820896
997,0.9918382
998,-0.10672104
999,0.26736522
1000,1.263109
1001,1.5329269
1002,-0.59402215
1003,1.5891548
1004,0.443912
1005,-0.61070925
1006,-0.13479617
1007,-0.02537819
1008,1.5440186
1009,1.5713358
1010,4.040852
1011,0.6455242
1012,1.249511
1013,2.856052
1014,-0.3879653
1015,0.19400328
1016,2.149728
1017,4.441358
1018,0.58021766
1019,4.979042
1020,1.6440184
1021,2.399402
1022,1.0543032
1023,3.0220158
1024,0.69088876
1025,1.8088143
1026,1.4084452
1027,1.9161252
1028,4.9461503
1029,0.797748
1030,-0.54692084
1031,1.8458284
1032,0.7022925
1033,1.9064647
1034,1.1468289
1035,1.5409694
1036,1.1636999
1037,1.2724493
1038,5.6911325
1039,0.6841342
1040,0.38834327
1041,0.76242965
1042,1.4884207
1043,1.2701496
1044,-1.5220995
1045,1.7669339
1046,0.68491113
1047,-0.3121627
1048,0.16842401
1049,0.2577763
1050,0.111745186
1051,-0.48328447
1052,4.0922956
1053,-0.46597973
1054,1.2166696
1055,2.317357
1056,-0.5458536
1057,2.4699686
1058,4.285176
1059,7.9481797
1060,3.460574
1061,6.262176
1062,2.2127821
1063,1.604451
1064,2.2943137
1065,1.7681271
1066,0.6705019
1067,2.9117885
1068,1.1197969
1069,1.3690833
1070,10.538883
1071,0.584736
1072,-0.029887903
1073,1.3219959
1074,0.7888567
1075,2.969213
1076,0.7724658
1077,1.1665314
1078,0.93373173
1079,0.83503824
1080,5.02725
1081,1.2594166
1082,1.4561576
1083,2.2522063
1084,3.3925345
1085,2.6086144
1086,0.21595503
1087,1.6367959
1088,0.32471165
1089,-1.2811201
1090,-0.033273235
1091,-0.69578904
1092,-0.07234389
1093,0.45792088
1094,1.7444272
1095,0.2720239
1096,0.5255211
1097,1.5136238
1098,-0.9284854
1099,-0.07381672
1100,0.31352705
1101,0.37176436
1102,-1.2223852
1103,1.2112546
1104,-0.38182804
1105,-0.6625852
1106,-0.30029708
1107,0.17139022
1108,0.025553659
1109,-0.16231658
1110,-0.4228358
1111,-0.5607158
1112,2.3701634
1113,-0.5004668
1114,-1.1150903
1115,0.33423662
1116,0.17040409
1117,0.8323256
1118,-0.11440932
1119,0.8509891
1120,0.83061206
1121,0.6918703
1122,3.3222227
1123,0.55353487
1124,-0.61710733
1125,-0.24302115
1126,0.35472345
1127,0.41122127
1128,-1.8032746
1129,0.38622817
1130,-0.5906132
1131,-1.5536608
1132,-0.43873966
1133,-0.96832997
1134,1.4710703
1135,1.4710703
1136,1.2133002
1137,1.4089173
1138,1.3970364
1139,1.7198939
1140,-0.24701971
1141,0.7442612
1142,3.5240748
1143,5.5518603
1144,1.2308877
1145,3.3495517
1146,1.4749532
1147,0.93374306
1148,2.216994
1149,1.976081
1150,2.085368
1151,1.7956564
1152,1.1140727
1153,1.617795
1154,2.9426079
1155,1.8427199
1156,1.2280953
1157,2.018032
1158,1.6651709
1159,3.2872553
1160,1.9093213
1161,2.0703416
1162,1.4483616
1163,1.116595
1164,63.171234
1165,1.2954372
1166,1.0792524
1167,1.4533387
1168,2.2333422
1169,2.2481456
1170,0.47592944
1171,2.2055752
1172,1.4702877
1173,-0.28884098
1174,1.0511768
1175,0.29648986
1176,1.6419641
1177,1.6419641
1178,1.3841944
1179,1.5798111
1180,1.5679301
1181,1.320305
1182,-0.3342273
1183,0.7000627
1184,2.1942484
1185,5.4005895
1186,0.9883036
1187,4.017911
1188,1.7755158
1189,1.2343054
1190,2.5175564
1191,1.6181799
1192,1.727467
1193,1.828451
1194,1.5169027
1195,1.6505892
1196,5.4813952
1197,2.7390873
1198,1.9174589
1199,2.541446
1200,2.3720329
1201,3.9766173
1202,2.5986848
1203,2.2615414
1204,1.3810374
1205,2.009048
1206,64.09773
1207,2.0053105
1208,1.6295602
1209,2.0036466
1210,2.7836497
1211,2.798453
1212,0.8427887
1213,2.8949387
1214,2.0205963
1215,0.4005218
1216,1.6014845
1217,0.9858532
1218,7.5741997
1219,7.5741997
1220,7.52045
1221,7.512047
1222,7.1630673
1223,5.1074038
1224,3.1404932
1225,6.517354
1226,27.834057
1227,48.29004
1228,11.561104
1229,27.41535
1230,5.1099634
1231,6.0827055
1232,11.0136385
1233,6.2726917
1234,6.3819785
1235,11.530084
1236,5.4571514
1237,11.606308
1238,26.733917
1239,5.523965
1240,7.1138716
1241,5.6246557
1242,5.156911
1243,22.747778
1244,7.9162235
1245,9.537792
1246,7.508998
1247,6.310925
1248,73.21792
1249,9.955827
1250,7.2662215
1251,7.640308
1252,8.295542
1253,8.435117
1254,5.432801
1255,10.031571
1256,7.018489
1257,7.5371547
1258,6.439781
1259,8.122487
1260,1.4319977
1261,1.4319977
1262,2.077931
1263,1.3698447
1264,1.3579638
1265,1.9256768
1266,0.2711435
1267,1.8072783
1268,4.4270287
1269,4.6902657
1270,2.2637837
1271,6.27653
1272,1.6344521
1273,1.0932419
1274,2.3764923
1275,2.4294713
1276,2.5387583
1277,2.3343592
1278,2.024778
1279,1.5095252
1280,4.9823146
1281,2.320327
1282,1.498698
1283,2.4210172
1284,1.9532727
1285,3.557858
1286,2.1799245
1287,2.0659144
1288,1.18541
1289,1.288722
1290,65.35013
1291,2.0880358
1292,1.5512285
1293,1.9253148
1294,3.0912297
1295,2.3887823
1296,1.1636808
1297,2.4761786
1298,0.9077065
1299,0.21249488
1300,1.1918131
1301,0.56709194
1302,1.815726
1303,1.815726
1304,2.077931
1305,1.7535731
1306,1.5534248
1307,1.9256768
1308,0.2711435
1309,1.8072783
1310,4.4270287
1311,4.6902657
1312,2.2637837
1313,6.27653
1314,1.6344521
1315,1.0932419
1316,2.3764923
1317,2.4294713
1318,2.5387583
1319,2.3343592
1320,2.024778
1321,1.5095252
1322,4.9823146
1323,2.320327
1324,1.498698
1325,2.4210172
1326,1.9532727
1327,3.557858
1328,2.1799245
1329,2.0659144
1330,1.18541
1331,1.288722
1332,65.35013
1333,2.0880358
1334,0.91021407
1335,1.2843003
1336,2.450216
1337,2.0791075
1338,0.5226671
1339,2.4761786
1340,0.9077065
1341,0.21249488
1342,0.8821388
1343,0.56709194
1344,1.815726
1345,1.815726
1346,2.077931
1347,1.7535731
1348,1.5534248
1349,1.9256768
1350,0.2711435
1351,1.8072783
1352,4.4270287
1353,4.96356
1354,2.2637837
1355,6.27653
1356,1.6344521
1357,1.0932419
1358,2.3764923
1359,2.4294713
1360,2.5387583
1361,2.3343592
1362,2.024778
1363,1.5095252
1364,4.9823146
1365,2.320327
1366,1.498698
1367,2.4210172
1368,1.9532727
1369,3.557858
1370,2.1799245
1371,2.0659144
1372,1.18541
1373,1.288722
1374,65.35013
1375,2.0880358
1376,0.91021407
1377,1.2843003
1378,2.450216
1379,2.0791075
1380,0.5226671
1381,2.4761786
1382,0.9077065
1383,0.21249488
1384,0.8821388
1385,0.56709194
1386,2.230529
1387,2.230529
1388,2.182234
1389,2.1683762
1390,2.0566964
1391,2.0299804
1392,0.063066766
1393,-0.054639798
1394,3.9240355
1395,7.3116074
1396,1.7236781
1397,8.583829
1398,1.4302349
1399,1.8309274
1400,2.2957752
1401,2.533328
1402,2.6426156
1403,1.8110517
1404,2.1920726
1405,1.9249076
1406,5.341497
1407,2.5468926
1408,1.9322685
1409,2.6475828
1410,2.1798382
1411,3.9914267
1412,2.6134944
1413,3.1921573
1414,1.4583188
1415,1.8705616
1416,65.576706
1417,2.3146017
1418,1.309712
1419,1.6837982
1420,2.3390293
1421,2.4786057
1422,0.4114801
1423,2.9097483
1424,1.1633973
1425,0.41533154
1426,1.7670151
1427,1.0006622
1428,1.0936102
1429,1.0936102
1430,0.8358397
1431,1.0314571
1432,1.0195761
1433,0.92637604
1434,-0.7281563
1435,0.30613372
1436,1.8003192
1437,3.6506603
1438,0.59437495
1439,3.166028
1440,1.3815868
1441,0.8403768
1442,2.1236274
1443,1.224251
1444,1.333538
1445,1.4345216
1446,1.122974
1447,1.2566603
1448,3.698566
1449,1.4792883
1450,0.65765965
1451,1.6546005
1452,1.3017396
1453,2.7168195
1454,1.3388857
1455,1.1851894
1456,0.30468592
1457,0.93269634
1458,63.021362
1459,0.9289586
1460,0.36975992
1461,0.7438465
1462,1.5238506
1463,1.5386536
1464,0.27836558
1465,1.6351397
1466,0.7607962
1467,-0.8592768
1468,0.34168497
1469,-0.27394602
1470,0.6629724
1471,0.6629724
1472,0.60922295
1473,0.6008193
1474,0.93176085
1475,0.45696837
1476,-1.5099434
1477,1.8669177
1478,3.422484
1479,8.6379595
1480,1.6554127
1481,4.857167
1482,1.3976235
1483,0.86020654
1484,2.139664
1485,0.9079923
1486,1.017279
1487,1.1588415
1488,0.80671495
1489,1.2726969
1490,5.3545375
1491,1.4226006
1492,0.80797684
1493,1.5232911
1494,1.0555463
1495,5.941552
1496,1.6103305
1497,1.4671006
1498,0.8845923
1499,1.0044702
1500,64.4326
1501,1.8851357
1502,0.73369974
1503,1.1077859
1504,1.7630172
1505,1.9025929
1506,0.35981876
1507,2.0124166
1508,0.5716963
1509,-0.4819998
1510,0.70562506
1511,0.103330806
1512,0.7307784
1513,0.9162682
1514,0.6770297
1515,0.85411537
1516,1.185057
1517,0.5247756
1518,-0.97988045
1519,1.4077369
1520,5.2190256
1521,6.323145
1522,0.5640686
1523,5.4039903
1524,1.7452021
1525,2.145895
1526,2.4872425
1527,0.94764763
1528,1.0569346
1529,1.5064198
1530,0.8463703
1531,1.6202757
1532,5.192409
1533,1.512208
1534,0.8975832
1535,1.4893956
1536,1.304601
1537,6.031159
1538,1.699937
1539,1.537106
1540,0.95459735
1541,1.0195822
1542,65.217224
1543,1.9551408
1544,0.7173806
1545,1.0914671
1546,1.7466979
1547,1.8862739
1548,-0.18085103
1549,3.0491748
1550,1.3697481
1551,1.0835602
1552,0.7910398
1553,1.6688907
1554,1.7285745
1555,1.7285745
1556,1.9907794
1557,1.6664215
1558,1.8090959
1559,1.8385253
1560,0.18399197
1561,1.7201265
1562,3.5984447
1563,5.5655146
1564,2.8136623
1565,7.768312
1566,1.5473006
1567,1.9479942
1568,2.2893407
1569,2.3423195
1570,2.4516065
1571,2.2472076
1572,1.9376262
1573,1.422374
1574,5.2861323
1575,2.4054973
1576,1.5838687
1577,2.5061874
1578,2.0384429
1579,3.643027
1580,2.2650948
1581,2.2927985
1582,1.4122943
1583,1.515606
1584,65.4353
1585,2.1732063
1586,1.3873323
1587,1.7614186
1588,2.9273345
1589,2.556226
1590,0.99978507
1591,2.561349
1592,1.2115242
1593,0.06693167
1594,1.359257
1595,0.65226257
1596,1.4997712
1597,1.2103628
1598,1.7690699
1599,1.0771505
1600,0.8815033
1601,1.2234063
1602,0.7224595
1603,1.356363
1604,3.7155275
1605,5.468045
1606,1.2396996
1607,3.4548244
1608,1.0476358
1609,0.9178938
1610,1.4191017
1611,1.5992771
1612,1.0798515
1613,0.8651998
1614,0.94737935
1615,1.0171634
1616,4.4741535
1617,2.4512525
1618,2.234578
1619,2.544046
1620,2.5758343
1621,3.52059
1622,2.499139
1623,2.0741482
1624,1.7539997
1625,1.3500903
1626,4.8827977
1627,1.7516158
1628,0.8099395
1629,0.8351059
1630,1.5373087
1631,1.0903878
1632,0.85197926
1633,3.2589622
1634,0.92569745
1635,2.081805
1636,0.9240918
1637,1.9103478
1638,1.4997712
1639,1.2103628
1640,1.7690699
1641,1.0771505
1642,0.8815033
1643,1.2234063
1644,0.7224595
1645,1.356363
1646,3.7155275
1647,5.468045
1648,1.2396996
1649,3.4548244
1650,1.0476358
1651,0.9178938
1652,1.4191017
1653,1.5992771
1654,1.0798515
1655,0.8651998
1656,0.94737935
1657,1.0171634
1658,4.4741535
1659,2.4512525
1660,2.234578
1661,2.544046
1662,2.5758343
1663,3.52059
1664,2.499139
1665,2.0741482
1666,1.7539997
1667,1.3500903
1668,4.8827977
1669,1.7516158
1670,0.8099395
1671,0.8351059
1672,1.5373087
1673,1.0903878
1674,0.85197926
1675,3.2589622
1676,0.92569745
1677,2.081805
1678,0.9240918
1679,1.9103478
1680,1.1376872
1681,0.8482788
1682,1.6713607
1683,0.7150665
1684,0.5194194
1685,1.1256969
1686,0.6247501
1687,1.2586534
